date,massif,orientation,secteur,lat_depart,lon_depart,pente,activite
25 janvier 2019 ,Lauzière - Cheval Noir,T,Tarentaise ,45.47123,6.41270,30°,"de belles quantités sur les pentes supérieures,mais rien ne bouge."
25 janvier 2019 ,Bauges,T,Bauges ,45.6648,06.1912,Passages à 35°,NEANT
25 janvier 2019 ,Chartreuse,E,Chartreuse ,45.31378,5.77518,Faible,ras
25 janvier 2019 ,Chartreuse,E,Chartreuse ,45.4594,5.8581,<25°,ras sur ce secteur
25 janvier 2019 ,Lauzière - Cheval Noir,E,Tarentaise ,45.5899,06.4317,passage à 35°,ras
25 janvier 2019 ,Devoluy,N,Devoluy ,44.6656,05.9468,35°,"RAS, corniches et plaques en formation"
25 janvier 2019 ,Belledonne,W,Grésivaudan ,45.14037,5.88762,court 35°,Quelques faibles coulées dans le Sorbier sinon RAS
25 janvier 2019 ,Chartreuse,W,Chartreuse ,45.33112,5.84682,Court 45°,"une micro fracture sous la crête, 2x2 m2, orientation W, sur une rupture de pente, sinon rien"
25 janvier 2019 ,Vercors,NE,Trièves Dévoluy ,44.8596,05.5588,30° sur 200m,RAS mais beaucoup de transport par le vent
25 janvier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8467,06.3151,max 35°,RAS mais il y a des zones d'accumulation ..
25 janvier 2019 ,Belledonne,S,Oisans ,45.20321,6.04034,35-40sur 100m,Rien malgré les épaisseurs notables.
25 janvier 2019 ,Lauzière - Cheval Noir,N,Tarentaise ,45.47123,6.41270,"30°, un peu plus pour la sortie","RAS, neige froide, soufflée au passage du col des Aiguillons, poudre compacte dans la dernière montée (rafale de vent par moment)"
25 janvier 2019 ,Bauges,E,Bauges ,45.5957,06.1369,Passages à 30°,ras
25 janvier 2019 ,Lauzière - Cheval Noir,E,Tarentaise ,45.4991,06.4317,35° maxi,RAS
25 janvier 2019 ,Chartreuse,E,Chartreuse ,45.31378,5.77518,Faible,rien. La neige n'est plaquée qu'au-dessus de 1750.
24 janvier 2019 ,Bornes - Aravis,NE,,,,Faible,aucune
24 janvier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,NE,Ubaye ,44.52694,6.71472,30° sur 500m (pass. à 35°),RAS
24 janvier 2019 ,Chartreuse,N,Chartreuse ,45.39988,5.79938,30°,ras mais de belles accus
24 janvier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8467,06.3151,max 35°,Rien observé
24 janvier 2019 ,Queyras - Alpes Cozie N,W,Embrunais ,44.55702,6.69578,30° maxi,RAS
24 janvier 2019 ,Grandes Rousses - Arves,SE,Maurienne ,45.1212,06.4173,20°/1200 m,RAS
24 janvier 2019 ,Chartreuse,T,Chartreuse ,45.35778,5.74426,30-35° sur 100m,Rien à observer
24 janvier 2019 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,attention au vent selon les orientations qui a beaucoup soufflé en altitude
24 janvier 2019 ,Belledonne,W,Grésivaudan ,45.33131,6.02691,< 25%,RAS sur ce secteur
24 janvier 2019 ,Vercors,SW,Vercors ,45.1528,05.6203,35°/200m,"Petites craquelures à l'entrée du couloir (passage le plus raide), sinon RAS."
24 janvier 2019 ,Chartreuse,T,Grésivaudan ,45.29762,5.84279,35°,"Méfiat, il me semble, même si rien à bouger autour de nous, il y eu du vent et les quantités sont non négligeables..."
24 janvier 2019 ,Bauges,NW,Bauges ,45.7137,06.2753,35°,RAS
23 janvier 2019 ,Chablais - Faucigny,S,Faucigny ,46.0992,06.4383,max 30°,RAS pour l'instant mais beaucoup de transport de neige.
23 janvier 2019 ,Chartreuse,NE,Combe de Savoie ,45.4775,5.93833,35,Ras.
22 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.33579,6.11992,"45°/600m, pass. à 50°",rien.
22 janvier 2019 ,Vercors,W,Vercors ,45.1182,05.6101,Faible,ras
22 janvier 2019 ,Haut Giffre - Aiguilles Rouges,SE,Vallée de l'Arve ,45.9693,06.8750,30°,RAS
22 janvier 2019 ,Grandes Rousses - Arves,SW,Oisans ,45.0723,06.1732,S2,RAS
22 janvier 2019 ,Chartreuse,W,Chartreuse ,45.2890,5.7664,30° maxi,RAS
22 janvier 2019 ,Belledonne,T,Maurienne Oisans ,45.23974,6.17532,35-40° max,RAS
22 janvier 2019 ,Beaufortain,T,Beaufortain ,45.6861,06.5802,douce,RAS
22 janvier 2019 ,Belledonne,T,Grésivaudan ,45.3936,6.1279,"30°, passages à 35°",RAS
22 janvier 2019 ,Belledonne,S,Oisans ,45.20321,6.04034,35-40sur 100m,RAS
22 janvier 2019 ,Grandes Rousses - Arves,NE,Maurienne ,45.1212,06.4173,25-30°; 35° sous le sommet,RAS
22 janvier 2019 ,Vanoise,T,Tarentaise ,45.3817,06.7153,"40/45° sur 250m, pass à  45°/50°","Rien vu, l'ensemble semble bien stable"
22 janvier 2019 ,Mont Blanc,N,Vallée de l'Arve ,45.8231,06.7351,450m à 40° (45°court),RAS
22 janvier 2019 ,Haut Giffre - Aiguilles Rouges,T,Vallée de l'Arve ,45.93324,6.83813,35° max,RAS
22 janvier 2019 ,Lauzière - Cheval Noir,S,Maurienne ,45.5387,06.3727,35° sous le sommet,Néant
22 janvier 2019 ,Devoluy,NW,Devoluy ,44.6682,05.9512,40° sur 200 m (passages à 45°),RAS
22 janvier 2019 ,Bauges,T,Bauges ,45.6152,06.1111,40° soutenus,RAS
22 janvier 2019 ,Bornes - Aravis,SW,Borne-Fier ,45.95647,6.320647,Passage à 30°,Néant...
22 janvier 2019 ,Bornes - Aravis,N,Borne-Fier ,46.0023,06.5043,40° sur 100m,néant
22 janvier 2019 ,Ecrins,N,Champsaur ,44.6628,06.3179,35°,RAS
22 janvier 2019 ,Alpes Grées N,N,Tarentaise ,45.62688,6.84963,passages à 45°,RAS avec kefroudle manteau neigeux est très stable.
22 janvier 2019 ,Chartreuse,E,Chartreuse ,45.30942,5.768852,"faible, sauf un passage de 100m à 30°",RAS
22 janvier 2019 ,Chartreuse,NE,Grésivaudan ,45.3559,05.9188,40°,ras
21 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,46.0165,6.56126,45/200 avec passages +raides et très étroit,ras
21 janvier 2019 ,Valais W - Alpes Pennines W,NW,Valais Central ,46.04208,7.274901,S4 puis S3,RAS
21 janvier 2019 ,Beaufortain,E,Vallée de l'Arve ,45.7921,06.7157,30°,Rien à signaler
21 janvier 2019 ,Cerces - Thabor - Mont Cenis,SE,"Haute Durance, Briançonnais ",45.0430,06.4254,passages à 30°,RAS
21 janvier 2019 ,Bornes - Aravis,S,Vallée de l'Arve ,45.9578,06.6100,35° sur 100m,RAS
21 janvier 2019 ,Ecrins,E,"Haute Durance, Briançonnais ",44.7421,06.4896,passages à 40°, RAS Pour l'instant mais à craindre dès les prochaines chutes - Surtout au dessus du melezin ( 2000m )
21 janvier 2019 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.4991,06.4317,35° sur le haut,ras
21 janvier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,SW,,44.42186,6.898469,37° sur 200m,RAS..................................................
21 janvier 2019 ,Bornes - Aravis,NW,Borne-Fier ,45.9231,06.4836,45°-55°,RAS
21 janvier 2019 ,Taillefer - Matheysine,NW,Matheysine et périphériques ,45.0323,05.8576,35°,ras
21 janvier 2019 ,Belledonne,NE,Grésivaudan ,45.33579,6.11992,Passages à 30-35°,ras
21 janvier 2019 ,Grandes Rousses - Arves,E,Maurienne ,45.2859,06.3021,30° pour la sortie au col,Ras
21 janvier 2019 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,RAS sur l'itinéraire et aux alentours
21 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.9489,06.5114,37°/ 650m,rien de récent
21 janvier 2019 ,Ecrins,T,"Haute Durance, Briançonnais ",44.7097,06.5693,pass. 45° ; 35°,RAS
21 janvier 2019 ,Chartreuse,T,Chartreuse ,45.33112,5.84682,35 sur 300m,ras
21 janvier 2019 ,Ecrins,N,Champsaur ,44.6718,06.3242,30° sur 300m,RAS
21 janvier 2019 ,Chablais - Faucigny,NE,Faucigny ,46.1620,06.6187,40-45°/170m,ras
21 janvier 2019 ,Bauges,NW,Bauges ,45.7137,06.2753,40-45° sur 100 mètres,RAS
20 janvier 2019 ,Belledonne,E,Grésivaudan ,45.24319,5.979609,35,rien vu
20 janvier 2019 ,Belledonne,T,Grésivaudan ,45.33579,6.11992,40° voir 45°,RAS
20 janvier 2019 ,Vanoise,W,Tarentaise ,45.3811,06.7352,30° sous le col,RAS
20 janvier 2019 ,Belledonne,N,Grésivaudan ,45.2620,6.0481,35° sur 200m,rien
20 janvier 2019 ,Belledonne,T,Grésivaudan ,45.24319,5.979609,35° à 40°,rien vu
20 janvier 2019 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.4141,06.4791,25° sous le col,RAS
20 janvier 2019 ,Belledonne,W,Grésivaudan ,45.24319,5.979609,35° max,RAS
20 janvier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,T,,44.42186,6.898469,35°/40° sur 200m.,rien vu...
20 janvier 2019 ,Ecrins,SE,"Haute Durance, Briançonnais ",44.87937,6.589897,33° sur 200m,RAS
20 janvier 2019 ,Vercors,E,Trièves Dévoluy ,44.9900,05.5950,40°/250m,RAS
20 janvier 2019 ,Belledonne,W,Grésivaudan ,45.1870,5.8994,35°/200m,RAS
20 janvier 2019 ,Vosges,NE,,,,passages à 35°,ras
20 janvier 2019 ,Belledonne,NE,Grésivaudan ,45.24319,5.979609,Passages à 45°,rien de nouveau
20 janvier 2019 ,Vercors,SE,Trièves Dévoluy ,44.8596,05.5588,45°/150m,"Quelques accumulations en Est principalement, rien vu partir. C'est assez soufflé dans l'ensemble"
20 janvier 2019 ,Chartreuse,E,Chartreuse ,45.4093,5.8308,42° sur 300m,ras
20 janvier 2019 ,Vanoise,T,Maurienne ,45.2332,06.7421,35° maxi,Rien vu
20 janvier 2019 ,Chartreuse,T,Chartreuse ,45.35778,5.74426,30-35° sur 100m,Ras ce jour
20 janvier 2019 ,Lauzière - Cheval Noir,E,Tarentaise ,45.47123,6.41270,"30°, passage un peu plus raide sur la fin.",RAS
20 janvier 2019 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.4991,06.4317,30°,"RAS , stable sur les pentes Nord Est"
20 janvier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8467,06.3151,max 35°,RAS
20 janvier 2019 ,Chablais - Faucigny,N,Chablais ,46.2093,06.5761,45°/150 passage à 50°,RAS neige matée par endroit mais globalement poudreuse dans l'ensemble
20 janvier 2019 ,Beaufortain,N,Beaufortain ,45.7577,06.6128,30°,"RAS, neige soufflée sur le sommet et légèrement cartonnée, mais poudreuse dans l'ensemble, attention des cailloux masqués par la couche de fraîche au retour dans les passages en  forêt"
20 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8028,06.3850,30°/ 100m,ras
20 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.1870,5.8994,35°,RAS
19 janvier 2019 ,Ecrins,N,"Haute Durance, Briançonnais ",44.9874,6.4816,25-30°,RAS
19 janvier 2019 ,Queyras - Alpes Cozie N,W,"Haute Durance, Briançonnais ",44.85518,6.72729,Passages > 30°,RAS
19 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.14037,5.88762,35° sur 200 m,"ras, quelques"
19 janvier 2019 ,Préalpes de Digne,NE,Ubaye ,44.35639,6.48417,35 maxi,RAS
19 janvier 2019 ,Chartreuse,N,Chartreuse ,45.35778,5.74426,30°,RAS
19 janvier 2019 ,Vercors,NW,Vercors ,45.04527,5.55928,30°,RAS
19 janvier 2019 ,Beaufortain,W,Beaufortain ,45.6756,06.5784,Court passage à 35°,rien
19 janvier 2019 ,Lauzière - Cheval Noir,S,Maurienne ,45.5387,06.3727,"37°/250m, passages à 40°",RAS
19 janvier 2019 ,Belledonne,W,Grésivaudan ,45.1870,5.8994,passages 35°,RAS
19 janvier 2019 ,Bauges,T,Bauges ,45.7137,06.2753,45° sur 30 m - plusieurs passages à 40°,"néant, manteau neigeux stable"
19 janvier 2019 ,Bauges,W,Bauges ,45.73372,6.16853,<40°,Rien observé
19 janvier 2019 ,Bornes - Aravis,NW,Borne-Fier ,45.8518,06.4118,42°/650; 45°/400m; passages à 50°,Rien ce jour
19 janvier 2019 ,Chartreuse,T,Chartreuse ,45.2817,05.7199,35°/300m,RAS
19 janvier 2019 ,Préalpes apenzelloises,NE,,47.17963,9.43731,25,"néant, jamais d'avalanches à cet endroit"
19 janvier 2019 ,Beaufortain,T,Tarentaise ,45.5924,06.6708,30° maxi,néant
19 janvier 2019 ,Belledonne,N,Maurienne ,45.31620,6.25053,"43°/300m, 38.5°/500m",ras
19 janvier 2019 ,Grandes Rousses - Arves,SE,"Haute Durance, Briançonnais ",45.0423,06.4177,Faible,ras
19 janvier 2019 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.11996,7.27398,Faible,RAS
19 janvier 2019 ,Vanoise,NW,Tarentaise ,45.5128,06.5963,30°,RAS ce jour
19 janvier 2019 ,Bauges,W,Bauges ,45.6152,06.1111,35°,rien vu
19 janvier 2019 ,Belledonne,SE,Oisans ,45.20321,6.04034,passages à 40°,"RAS. Neige un peu plus irrégulière en versant E du Pas du Pin (poudre, fond dur pas épais, puis rerpoudre)."
19 janvier 2019 ,Bornes - Aravis,SW,Borne-Fier ,45.8373,06.4159,30° sur 150 m,RAS
19 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.9489,06.5114,50° maxi/400m,"RAS, le manteau est stable"
19 janvier 2019 ,Lauzière - Cheval Noir,NE,Tarentaise ,45.4182,06.4678,40-45° sur 300m.,Rien vu
19 janvier 2019 ,Belledonne,E,Maurienne ,45.29037,6.21708,30°,RAS
19 janvier 2019 ,Belledonne,W,Grésivaudan ,45.4279,6.1658,Faible,"RAS, assez plaqué sur les faces nord et nord est."
19 janvier 2019 ,Vanoise,W,Maurienne ,45.2513,06.4721,30°,RAS sur l'itinéraire
19 janvier 2019 ,Bornes - Aravis,SE,Borne-Fier ,46.0023,06.5043,passage à 40°,Ras le manteau neigeux stable à l'air stable.
19 janvier 2019 ,Bornes - Aravis,NW,Borne-Fier ,45.9231,06.4836,>35°/150m.,Néant...
19 janvier 2019 ,Chartreuse,T,Chartreuse ,45.33112,5.84682,35° (courts passages 40°),ras
19 janvier 2019 ,Queyras - Alpes Cozie N,S,"Haute Durance, Briançonnais ",44.85518,6.72729,pente faible,RAS
19 janvier 2019 ,Bornes - Aravis,SE,Borne-Fier ,45.9774,06.4691,25°,RAS
19 janvier 2019 ,Belledonne,E,Maurienne ,45.31620,6.25053,S2,aucune récente
19 janvier 2019 ,Belledonne,E,Maurienne ,45.28305,6.21008,30° par endroit,Ras ce jour... Juste une vieille coulée d'au moins 1 mois qui passe sans pb mais rien ailleurs. Le fond semble bien stable...
19 janvier 2019 ,Lauzière - Cheval Noir,S,Maurienne ,45.5387,06.3727,35° sous le sommet,RAS
19 janvier 2019 ,Vercors,W,Vercors ,45.1071,05.6038,30° max,RAS
19 janvier 2019 ,Beaufortain,N,Vallée de l'Arve ,45.7921,06.7157,40°court 35°soutenue,Deux ou trois anciennes purges de surface dans les pentes autour de la combe des Chasseurs. Rien n'a bougé ce jour.
19 janvier 2019 ,Lauzière - Cheval Noir,NE,Tarentaise ,45.4141,06.4791,30 max/400m,Ras
19 janvier 2019 ,Chartreuse,SW,Chartreuse ,45.35508,5.78776,Faible,ras
19 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8373,06.4159,40° sur 80m,RAS
19 janvier 2019 ,Chablais - Faucigny,SE,Faucigny ,46.1620,06.6187,30°,RAS Quelques trous sur le haut.
18 janvier 2019 ,Taillefer - Matheysine,T,Matheysine et périphériques ,45.0323,05.8576,40°/200 m,ras des accus dans le vent en sud sur l'arête de la croix pinelli
18 janvier 2019 ,Chartreuse,W,Chartreuse ,45.2890,5.7664,30° maxi,aucune
18 janvier 2019 ,Cerces - Thabor - Mont Cenis,W,"Haute Durance, Briançonnais ",44.93418,6.73208,36° sur 200m,"RAS, c'est dur partout"
18 janvier 2019 ,Beaufortain,W,Val d'Arly ,45.82361,6.6,30°,Ras
18 janvier 2019 ,Belledonne,T,Grésivaudan ,45.24319,5.979609,Passages à 35°-40°,ras
18 janvier 2019 ,Lauzière - Cheval Noir,SE,Maurienne ,45.5322,06.3591,<25°,RAS
18 janvier 2019 ,Bauges,W,Bauges ,45.7365,06.1601,30°,RAS
18 janvier 2019 ,Queyras - Alpes Cozie N,SW,Queyras ,44.69969,6.86596,30° maxi,RAS
18 janvier 2019 ,Bornes - Aravis,SE,Borne-Fier ,46.0023,06.5043,passage à 40°,RAS
18 janvier 2019 ,Chartreuse,T,Chartreuse ,45.39988,5.79938,Passages à 35°,Ras cf ci dessus
18 janvier 2019 ,Chartreuse,NE,Grésivaudan ,45.3559,05.9188,40°,"rien d'inquiétant, sous couche peu épaisse mais bien dure"
18 janvier 2019 ,Lauzière - Cheval Noir,NE,Tarentaise ,45.4141,06.4791,30 max/400m,RAS
18 janvier 2019 ,Bauges,NW,Bauges ,45.7137,06.2753,35°,RAS bonne stabilité generale du manteaux neigeux
18 janvier 2019 ,Jura,SE,,46.24784,5.957915,25°,RAS
17 janvier 2019 ,Haut Giffre - Aiguilles Rouges,W,Vallée de l'Arve ,46.02480,6.645119,35° max,RAS
17 janvier 2019 ,Queyras - Alpes Cozie N,N,"Haute Durance, Briançonnais ",44.9314,06.7258,<25°,RAS
17 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8240,6.3342,30° max,RAS
17 janvier 2019 ,Jura,SE,,46.24784,5.957915,25°,RAS
16 janvier 2019 ,Beaufortain,N,Beaufortain ,45.7577,06.6128,30°,RAS mais risque fort dans les pentes raides
16 janvier 2019 ,Chablais - Faucigny,NE,Faucigny ,46.1529,6.6619,20,RAS
16 janvier 2019 ,Ecrins,SE,"Haute Durance, Briançonnais ",44.97049,6.49923,47°/150m ; 50°/50m,"RAS, manteau très stable."
16 janvier 2019 ,Lauzière - Cheval Noir,E,Tarentaise ,45.47123,6.41270,"30°, 43° à la fin (sur 50m))",rien n'a été observé
16 janvier 2019 ,Grandes Rousses - Arves,T,Oisans ,45.1683,06.0948,30-35° / 100m°,RAS
16 janvier 2019 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.47123,6.41270,faible,Pas vu de départ de plaques; tout semble relativement stable. Le trajet est très tracé jusqu'au col. Du monde qui dégage sur les pentes de droites sans pb vu de loin... donc RAS.
16 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.24319,5.979609,40°/150m,Rien vu
16 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.10556,5.87534,30 sur de brefs passages,RAS
16 janvier 2019 ,Queyras - Alpes Cozie N,N,"Haute Durance, Briançonnais ",44.85518,6.72729,37° sur 150 m,RAS
16 janvier 2019 ,Ecrins,W,Champsaur ,44.6718,06.3242,40° sur 400m,Rien observé
16 janvier 2019 ,Grandes Rousses - Arves,SE,Maurienne ,45.1212,06.4173,20°/1200 m,RAS. Ça semble pas trop mal stabilisé.
16 janvier 2019 ,Vercors,E,Trièves Dévoluy ,45.0189,05.6130,40 degrés max,Ras
16 janvier 2019 ,Belledonne,T,Grésivaudan ,45.1870,5.8994,40°/200m,Rien observé mais le vent a bien travaillé...
16 janvier 2019 ,Chartreuse,W,Grésivaudan ,45.29762,5.84279,30°,ras
16 janvier 2019 ,Belledonne,S,Grésivaudan ,45.24319,5.979609,30° à 35° sur la fin,RAS
16 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,46.0018,06.5408,35° max (non obligatoire),ras
16 janvier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8467,06.3151,max 35°,RAS le vent à bien travaillé vigilance pour les prochains jours
16 janvier 2019 ,Lauzière - Cheval Noir,T,Tarentaise ,45.3798,6.4933,30 max,ras
16 janvier 2019 ,Queyras - Alpes Cozie N,N,Val de Suze ,44.93688,6.83688,25/30° sur 900m,RAS
16 janvier 2019 ,Belledonne,N,Maurienne ,45.31620,6.25053,35°/350,RAS par contre de nombreuses boules gelées dans la combe suite à d'anciennes coulées sans doute assez massives
16 janvier 2019 ,Chablais - Faucigny,S,Faucigny ,46.1613,06.5568,30° sur 100 mètres sous le sommet,RAS
16 janvier 2019 ,Bauges,NW,Bauges ,45.7137,06.2753,40-45° sur 100 mètres,RAS
15 janvier 2019 ,Bornes - Aravis,S,Vallée de l'Arve ,45.8703,06.5857,30,RAS sur l'itinéraire
15 janvier 2019 ,Lauzière - Cheval Noir,E,Tarentaise ,45.47123,6.41270,"30°, 43° à la fin (sur 50m))",RAS sur l'ensemble du parcours. L'accès au pic du Rognolet semblait très délicat avec une accumulation importante à partir du col
15 janvier 2019 ,Bauges,N,Bauges ,45.5809,06.0619,35/40° 200m pass 45°,Rien vu
15 janvier 2019 ,Préalpes de Digne,W,Ubaye ,44.35639,6.48417,Passages à >35°,RAS
15 janvier 2019 ,Jura,SW,,46.2418,5.8966,20 à 25°,aucune
15 janvier 2019 ,Queyras - Alpes Cozie N,SW,Queyras ,44.65054,6.79287,35° sur 250m,"RAS. Des portions de grains anguleux au-dessus des arbres dans les orientations qui ne prennent pas le soleil. Gobelets à gogo dans la forêt en nord ... On espère tous la poudre, mais quand elle sera là ...."
15 janvier 2019 ,Belledonne,N,Grésivaudan ,45.2620,6.0481,35° sur 200m,"Toutes les barres rocheuses étaient platrée. Vu de la  voiture on se pose des questions sur les risques (pourtant ""seulement"" 2/3 sur le bra). Mais sur le terrain les 2 couches semblent bien liées et rien ne semble vouloir bouger."
15 janvier 2019 ,Taillefer - Matheysine,N,Matheysine et périphériques ,44.9346,05.7379,30° max,RAS
15 janvier 2019 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.11996,7.27398,30 à 35° sur 100m,aucune
15 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.14037,5.88762,Passage 35°,ras
15 janvier 2019 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,ras . Stable dans toutes les parties skié.
15 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8240,6.3342,30° max,Ras
15 janvier 2019 ,Belledonne,N,Grésivaudan ,45.1870,5.8994,"40°/150 m et plus raide sur 20m à l'entrée, 35°/200m ",ras aujourd'hui
15 janvier 2019 ,Bornes - Aravis,SW,Borne-Fier ,45.8373,06.4159,30° sur 150 m,RAS
15 janvier 2019 ,Chartreuse,W,Chartreuse ,45.2890,5.7664,30° maxi,"ras de mon côté vers la prairie , attention sous les paravalanches"
15 janvier 2019 ,Lauzière - Cheval Noir,N,Tarentaise ,45.4680,06.4551,25°,"rien vu. L'un de nous a entendu un petit ""brouf"" dans la partie sommitale"
15 janvier 2019 ,Bornes - Aravis,W,Val d'Arly ,45.8794,06.5246,30° max,RAS ce jour mais le manteau s' humidifie +++ avec ce beau soleil !...
15 janvier 2019 ,Queyras - Alpes Cozie N,S,"Haute Durance, Briançonnais ",44.87007,6.72585,25 maxi,"RAS mais un très gros wooof sous la crête de Chouchar vers 2350, neige très dure en surface, et 10 à 15cm de semoulhe dessous, les rouleaux à billes sont prêts à faire partir de vastes zones le jour où ça rechargera dessus. Là une vaste zone vers le sommet et loin des pentes raides s'est affaissée à notre passage."
15 janvier 2019 ,Chablais - Faucigny,S,Faucigny ,46.1613,06.5568,30° sur 100 mètres sous le sommet,RAS Quelques plaques soufflées en montant dans le col et à la descente du sommet rien de mechant
15 janvier 2019 ,Belledonne,E,Oisans ,45.20321,6.04034,Faible,RAS
15 janvier 2019 ,Bauges,NW,Bauges ,45.7137,06.2753,35°,RAS
15 janvier 2019 ,Massif Central,T,,44.91319,4.168978,25°,RAS
14 janvier 2019 ,Chartreuse,T,Chartreuse ,45.2890,5.7664,35° max,RAS
14 janvier 2019 ,Cerces - Thabor - Mont Cenis,T,"Haute Durance, Briançonnais ",45.01942,6.606645,30,"RAS, mais du gros transport de nord puis nord ouest après les chalets du Vallon"
14 janvier 2019 ,Bornes - Aravis,NW,Faucigny ,46.0296,06.5727,>35°/350 passages étroits dans la forêt,Ras mais il vaut mieux éviter les pentes raides
14 janvier 2019 ,Bornes - Aravis,NW,Borne-Fier ,45.9231,06.4836,>35°/150m.,Ras mais pas vu le haut de la combe.
14 janvier 2019 ,Queyras - Alpes Cozie N,T,Queyras ,44.76791,6.73802,30°,RAS
13 janvier 2019 ,Queyras - Alpes Cozie N,SW,Queyras ,44.79107,6.927170,faible,RAS
13 janvier 2019 ,Ecrins,E,"Haute Durance, Briançonnais ",44.6807,06.5832,faible,Ras. Mais tout ce qui est plus ou moins à l'ombre est du sucre sans cohésion. A garder en tête aux prochaines chutes...
13 janvier 2019 ,Beaufortain,E,Beaufortain ,45.6745,06.5436,35°/300m,rien vu
13 janvier 2019 ,Taillefer - Matheysine,NW,Matheysine et périphériques ,45.05194,5.89987,34°/800 m avec 45 à 50°/ 50m,ras. Gros transports de neige en N et NW mais très stable sur le dessous.
13 janvier 2019 ,Chartreuse,W,Chartreuse ,45.3674,05.8409,faible,"Il n'y a presque rien en sous bois, sous 1500 m et même en haut, il faut faire attention. Brouillard au sommet. Seul je ne suis pas redescendu sur Col de la Saulce car risque 3 et pentes > 30° en versant mauvais BERA."
13 janvier 2019 ,Belledonne,W,Grésivaudan ,45.32596,6.047029,Faible,"RAS mais aucune accroche entre la poudre et le béton, ça zip grave."
13 janvier 2019 ,Mercantour - Alpes Maritimes Italiennes,T,Tinée ,44.28341,6.866776,passages 35°,Rien a signaler il y a pas de neige
13 janvier 2019 ,Ecrins,N,Champsaur ,44.67833,6.27722,35° sur 300m (pass. à 40°),RAS
13 janvier 2019 ,Jura,SE,,46.24784,5.957915,25°,"rien vu, neige assez dense puis lourde sous le Tiocan"
12 janvier 2019 ,Queyras - Alpes Cozie N,SW,Queyras ,44.82183,6.94309,30° maxi,RAS
12 janvier 2019 ,Devoluy,NW,Devoluy ,44.6682,05.9512,40° sur 200 m (passages à 45°),RAS
12 janvier 2019 ,Beaufortain,E,Vallée de l'Arve ,45.7921,06.7157,30°,"Rien a signaler, la neige recement tombée, fuit sous les skis laissant percevoir, le fond dur ."
12 janvier 2019 ,Cerces - Thabor - Mont Cenis,N,Maurienne ,45.1704,06.6515,35°/40°,aucune
12 janvier 2019 ,Beaufortain,SW,Tarentaise ,45.5590,06.5241,35° maxi ,RAS. Vieilles coulées recouvertes en versant W Quermoz-Dzonflié
12 janvier 2019 ,Chartreuse,N,Chartreuse ,45.39988,5.79938,30°,ras
12 janvier 2019 ,Haut Giffre - Aiguilles Rouges,W,Faucigny ,46.1125,06.7503,faible,"néant, mais méfiance"
12 janvier 2019 ,Cerdagne - Capcir - Conflent,T,,42.5438,1.73593,35°- 40° maxi sous le col,RAS
12 janvier 2019 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.4991,06.4317,30°,Rien n'a bougé ce jour. Quelques accus du au vent qui a dégarni certains endroits faisant ressortir la neige gelée. Alternances de zones poudreuses et de neige bien soufflée/carton au vent. Col de Teurs chargé en N.
12 janvier 2019 ,Chablais - Faucigny,N,Chablais ,46.35778,6.69722,30° max,RAS mais pas vu grand chose avec la groosssse brume . Sommet un peu dégarnie coté Sud
12 janvier 2019 ,Belledonne,E,Oisans ,45.20321,6.04034,35° à 38° sur 150 m sous le col,"Rien de neuf, mais une énorme vieille coulée glacée sur la moitié basse du vallon de Roche Noire (jusqu'aux vernes)"
12 janvier 2019 ,Belledonne,T,Grésivaudan ,45.33579,6.11992,40° voir 45°,"Rien observé mais le vent a formé pas d'accumulations; on était dans un ""gros"" risque 2 d'après moi."
